what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1340640670328
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340640670444
executed,command,net.sourceforge.vrapper.eclipse,0.18.0,"net.sourceforge.vrapper.eclipse.commands.toggle",1340640670497
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340642163643
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1340642165378
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340642199245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642201903
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1340642222931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642272342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340642296552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642297508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642313324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642314659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642585797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642587008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642618761
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1340642627449
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1340642627693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1340642629418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340642630757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642635889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642656745
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1340642665172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1340642666060
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1340642666316
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1340642669244
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340642671152
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1340642702384
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340642702384
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340642707541
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1340642712370
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340642712370
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1340642714439
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340642714644
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340642714715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642726770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642769747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1340642803398
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1340642803962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340642806110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642806489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642817117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340642849771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642850108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642857295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642883189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642903331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340642931792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642940592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642966824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340642967909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340642996225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340643002284
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340643009345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340643040328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340643056968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340643058475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340643195531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340643199595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340643202106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340643208389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340643217373
