what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555041602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555072001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1340555086703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340555087662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555088131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555094516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340555136665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340555138206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555140039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555142385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340555145749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555145756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555166142
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340555201865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555222837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555349528
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1340555351674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1340555370152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340555371207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340555385167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555387508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555434048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555438800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555446519
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1340555455185
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340555455405
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340555455501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340555464774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555468597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340555475860
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1340555478726
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1340555487060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340555551996
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1340555573704
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340555574509
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1340555578479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340555579427
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1340555581362
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1340555581851
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1340555581879
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1340555581915
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1340555581943
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1340555581976
